playerID,nameFirst,nameLast,bats
ambrech01,Chip,Ambres,R
ambrihe01,Hector,Ambriz,L
amelued01,Ed,Amelung,L
amesre01,Red,Ames,B
amesst01,Steve,Ames,R
amezaal01,Alfredo,Amezaga,B
amoledo01,Doc,Amole,R
amorosa01,Sandy,Amoros,L
amorvi01,Vicente,Amor,R
anckewa01,Walter,Ancker,R
anderal01,Alf,Anderson,R
anderal02,Allan,Anderson,L
anderan01,Andy,Anderson,R
anderbi01,Bill,Anderson,R
anderbo01,Bob,Anderson,R
anderbr01,Brady,Anderson,L
anderbr02,Brian,Anderson,B
anderbr03,Brian,Anderson,R
anderbr04,Brett,Anderson,L
anderbr05,Bryan,Anderson,L
anderbr06,Brian,Anderson,R
anderbu01,Bud,Anderson,R
anderch01,Chase,Anderson,R
anderco01,Cody,Anderson,R
andercr01,Craig,Anderson,R
anderda01,Dave,Anderson,
anderda02,Dave,Anderson,R
anderdr01,Drew,Anderson,L
anderdr02,Drew,Anderson,R
anderdw01,Dwain,Anderson,R
anderfe01,Ferrell,Anderson,R
anderfr01,Fred,Anderson,R
anderga01,Garret,Anderson,L
anderge01,George,Anderson,L
andergo01,Goat,Anderson,L
anderha01,Hal,Anderson,R
anderha02,Harry,Anderson,L
anderia01,Ian,Anderson,R
anderja01,Jason,Anderson,L
anderji01,Jim,Anderson,R
anderji02,Jimmy,Anderson,L
anderjo01,John,Anderson,B
anderjo02,John,Anderson,R
anderjo03,Josh,Anderson,L
anderju01,Justin,Anderson,L
anderke01,Kent,Anderson,R
anderla01,Larry,Anderson,R
anderla02,Larry,Andersen,R
anderla03,Lars,Anderson,L
anderma01,Matt,Anderson,R
anderma02,Marlon,Anderson,L
andermi01,Mike,Anderson,R
andermi02,Mike,Anderson,R
anderni01,Nick,Anderson,R
anderre01,Red,Anderson,R
anderri01,Rick,Anderson,R
anderri02,Rick,Anderson,R
andersc01,Scott,Anderson,R
andersh01,Shaun,Anderson,R
andersp01,Sparky,Anderson,R
anderta01,Tanner,Anderson,R
anderti01,Tim,Anderson,R
anderty01,Tyler,Anderson,L
anderva01,Varney,Anderson,R
anderwa01,Walter,Anderson,L
anderwi01,Wingo,Anderson,L
andinro01,Robert,Andino,R
andrast01,Steve,Andrade,R
andrecl01,Clayton,Andrews,R
andreed01,Ed,Andrews,R
andreel01,Elbert,Andrews,L
andreer01,Ernie,Andres,R
andrefr01,Fred,Andrews,R
andrehu01,Hub,Andrews,R
andreiv01,Ivy,Andrews,R
andreji01,Jim,Andrews,
andrejo01,John,Andre,L
andrejo02,John,Andrews,L
andrejo03,John,Andreoli,R
andreki01,Kim,Andrew,R
andremi01,Mike,Andrews,R
andrena01,Nate,Andrews,R
andrero01,Rob,Andrews,R
andresh01,Shane,Andrews,R
andrest01,Stan,Andrews,R
andrewa01,Wally,Andrews,R
andrima01,Matt,Andriese,R
andrubi01,Bill,Andrus,R
andruel01,Elvis,Andrus,R
andrufr01,Fred,Andrus,R
andruwi01,Wyman,Andrus,
andujjo01,Joaquin,Andujar,B
andujlu01,Luis,Andujar,R
andujmi01,Miguel,Andujar,R
angelno01,Norm,Angelini,L
anglema01,Matt,Angle,L
angleto01,Tom,Angley,L
ankenpa01,Pat,Ankenman,R
ankieri01,Rick,Ankiel,L
annade01,Dean,Anna,L
annisbi01,Bill,Annis,R
ansonca01,Cap,Anson,R
anthoer01,Eric,Anthony,L
antoldu01,Dustin,Antolin,R
antoljo01,Joe,Antolick,R
antonbi01,Bill,Antonello,R
antonjo01,John,Antonelli,R
antonjo02,Johnny,Antonelli,L
antonma01,Matt,Antonelli,R
antonte01,Tejay,Antone,R
aokino01,Nori,Aoki,L
aparilu01,Luis,Aparicio,R
apodabo01,Bob,Apodaca,R
apontlu01,Luis,Aponte,R
apostsh01,Sherten,Apostel,R
appieke01,Kevin,Appier,R
appleed01,Ed,Appleton,R
applefr01,Fred,Applegate,R
applepe01,Pete,Appleton,R
applilu01,Luke,Appling,R
aquinar01,Aristides,Aquino,R
aquingr01,Greg,Aquino,R
aquinja01,Jayson,Aquino,L
aquinlu01,Luis,Aquino,R
aragoan01,Angel,Aragon,R
aragoja01,Jack,Aragon,R
aranovi01,Victor,Arano,R
araujel01,Elvis,Araujo,L
araujpe01,Pedro,Araujo,R
arauzjo01,Jonathan,Arauz,B
archdma01,Maurice,Archdeacon,L
archech01,Chris,Archer,R
archefr01,Fred,Archer,L
archeji01,Jimmy,Archer,R
archeji02,Jim,Archer,R
archige01,George,Archie,R
arciafr01,Francisco,Arcia,L
arciajo01,Jose,Arcia,R
arciaor01,Orlando,Arcia,R
arciaos01,Oswaldo,Arcia,L
ardelda01,Dan,Ardell,L
ardizru01,Rugger,Ardizoia,R
ardnejo01,Joe,Ardner,R
ardoida01,Danny,Ardoin,R
arellfr01,Frank,Arellanes,R
arenano01,Nolan,Arenado,R
arencjp01,J. P.,Arencibia,R
arftha01,Hank,Arft,L
ariasal01,Alex,Arias,R
ariasal02,Alberto,Arias,R
ariasge01,George,Arias,R
ariasjo01,Joaquin,Arias,R
ariasru01,Rudy,Arias,L
arletbu01,Buzz,Arlett,B
arlicdo01,Don,Arlich,L
arlinst01,Steve,Arlin,R
armasma01,Marcos,Armas,R
armasto01,Tony,Armas,R
armasto02,Tony,Armas,R
armbrch01,Charlie,Armbruster,R
armbred01,Ed,Armbrister,R
armbrha01,Harry,Armbruster,L
armbror01,Orville,Armbrust,R
armenro01,Rogelio,Armenteros,R
armoubi99,Bill,Armour,
armstbo01,Robert,Armstrong,
armstge01,George,Armstrong,R
armstho01,Howard,Armstrong,R
armstja01,Jack,Armstrong,R
armstmi01,Mike,Armstrong,R
armstsh01,Shawn,Armstrong,R
arndtha01,Harry,Arndt,R
arndtla01,Larry,Arndt,R
arnolbi01,Billy,Arnold,
arnolch01,Chris,Arnold,R
arnolja01,Jamie,Arnold,R
arnolsc01,Scott,Arnold,R
arnolto01,Tony,Arnold,R
arnovmo01,Morrie,Arnovich,R
arnsbbr01,Brad,Arnsberg,R
arntzor01,Orie,Arntzen,R
arochre01,Rene,Arocha,R
arojo01,Jonathan,Aro,R
arozara01,Randy,Arozarena,R
arraelu01,Luis,Arraez,L
arredjo01,Jose,Arredondo,R
arrieja01,Jake,Arrieta,R
arrigge01,Gerry,Arrigo,L
arrojro01,Rolando,Arrojo,R
arroybr01,Bronson,Arroyo,R
arroych01,Christian,Arroyo,R
arroyfe01,Fernando,Arroyo,R
arroylu01,Luis,Arroyo,L
arroyru01,Rudy,Arroyo,L
arrueer01,Erisbel,Arruebarrena,R
arteahu01,Humberto,Arteaga,R
arundha01,Harry,Arundel,
arundtu01,Tug,Arundel,R
asadora01,Randy,Asadoor,R
asbelji01,Jim,Asbell,R
asbjoca01,Casper,Asbjornson,R
ascanjo01,Jose,Ascanio,R
ascheco01,Cody,Asche,L
asencmi01,Miguel,Asencio,R
ashburi01,Richie,Ashburn,L
ashbyal01,Alan,Ashby,B
ashbyan01,Andy,Ashby,R
asheral01,Alec,Asher,R
ashfotu01,Tucker,Ashford,R
ashke01,Ken,Ash,R
ashlebi01,Billy,Ashley,R
ashlene01,Nevin,Ashley,R
asmusto01,Tom,Asmussen,
asprobo01,Bob,Aspromonte,R
asproke01,Ken,Aspromonte,R
asselbr01,Brian,Asselstine,L
assenpa01,Paul,Assenmacher,L
astacez01,Ezequiel,Astacio,R
astacpe01,Pedro,Astacio,R
astinba01,Barrett,Astin,R
astrojo01,Joe,Astroth,R
astudwi01,Willians,Astudillo,R
asuajca01,Carlos,Asuaje,L
atchisc01,Scott,Atchison,R
atchlju01,Justin,Atchley,L
atherch01,Charlie,Atherton,R
atherke01,Keith,Atherton,R
atilalu01,Luis,Atilano,R
atkinal01,Al,Atkinson,R
atkinbi01,Bill,Atkinson,L
atkined01,Ed,Atkinson,
atkinga01,Garrett,Atkins,R
atkinja01,James,Atkins,L
atkinle01,Lefty,Atkinson,L
atkinmi01,Mitch,Atkins,R
atkinto01,Tommy,Atkins,L
attredi01,Dick,Attreau,L
atwelto01,Toby,Atwell,L
atwoobi01,Bill,Atwood,R
atzja01,Jake,Atz,R
aubreha01,Chub,Aubrey,R
aubremi01,Michael,Aubrey,L
aucoide01,Derek,Aucoin,R
auderi01,Rich,Aude,R
auerbri01,Rick,Auerbach,R
augenbr01,Bryan,Augenstein,R
augusda01,Dave,Augustine,R
augusdo01,Don,August,R
augusje01,Jerry,Augustine,L
aukerel01,Elden,Auker,R
auldsle01,Tex,Aulds,R
aultdo01,Doug,Ault,R
aumonph01,Phillippe,Aumont,L
aurilri01,Rich,Aurilia,R
ausanjo01,Joe,Ausanio,R
ausmubr01,Brad,Ausmus,R
austde01,Dennis,Aust,R
austihe01,Henry,Austin,
austije01,Jeff,Austin,R
austiji01,Jimmy,Austin,B
austiji02,Jim,Austin,R
austiri01,Rick,Austin,R
austity01,Tyler,Austin,R
autryal01,Al,Autry,R
autrych01,Chick,Autry,L
autrych02,Chick,Autry,R
aveliab01,Abiatal,Avelino,R
avenbr01,Bruce,Aven,R
averiea01,Earl,Averill,L
averiea02,Earl,Averill,R
averyst01,Steve,Avery,L
averyxa01,Xavier,Avery,L
avilaal01,Alex,Avila,L
avilabo01,Bobby,Avila,R
avilalu01,Luis,Avilan,L
avilape01,Pedro,Avila,R
avilemi01,Mike,Aviles,R
avilera01,Ramon,Aviles,R
avreaja01,Jay,Avrea,R
axelrdy01,Dylan,Axelrod,R
axforjo01,John,Axford,R
ayalabe01,Benny,Ayala,R
ayalabo01,Bobby,Ayala,R
ayalalu01,Luis,Ayala,R
aybarer01,Erick,Aybar,B
aybarma01,Manny,Aybar,R
aybarwi01,Willy,Aybar,B
aydelja01,Jake,Aydelott,L
ayersbi01,Bill,Ayers,R
ayersdo01,Doc,Ayers,R
aylwadi01,Dick,Aylward,R
ayraubo01,Bob,Ayrault,R
ayraujo01,Joe,Ayrault,R
azcuejo01,Joe,Azcue,R
azocaos01,Oscar,Azocar,L
babbch01,Charlie,Babb,B
babcobo01,Bob,Babcock,R
babelo01,Loren,Babe,L
babicjo01,Johnny,Babich,R
babinch01,Charlie,Babington,R
babitsh01,Shooty,Babitt,R
backebr01,Brandon,Backe,R
backmle01,Les,Backman,R
backmwa01,Wally,Backman,B
baconed01,Eddie,Bacon,
bacsimi01,Mike,Bacsik,R
bacsimi02,Mike,Bacsik,L
bacusda01,Dakota,Bacus,R
baczefr01,Fred,Baczewski,L
badenbu01,Burke,Badenhop,R
baderar01,Art,Bader,R
baderha01,Harrison,Bader,R
baderlo01,King,Bader,L
badgrre01,Red,Badgro,L
baeched01,Ed,Baecht,R
baekch01,Cha-Seung,Baek,R
baergca01,Carlos,Baerga,B
baezbe01,Benito,Baez,L
baezda01,Danys,Baez,R
baezja01,Javier,Baez,R
baezjo01,Jose,Baez,R
baezke01,Kevin,Baez,R
baezmi01,Michel,Baez,R
baezpe01,Pedro,Baez,R
baezsa01,Sandy,Baez,R
bagbyji01,Jim,Bagby,B
bagbyji02,Jim,Bagby,R
bagwebi01,Bill,Bagwell,L
bagweje01,Jeff,Bagwell,R
bahnsst01,Stan,Bahnsen,R
bahred01,Ed,Bahr,R
bahrefr01,Frank,Bahret,
baichgr01,Grover,Baichley,R
bailean01,Andrew,Bailey,R
bailebi01,Bill,Bailey,L
bailebi02,Bill,Bailey,L
bailebo01,Bob,Bailey,R
bailebr01,Brandon,Bailey,R
baileco01,Cory,Bailey,R
baileed01,Ed,Bailey,L
bailefr01,Fred,Bailey,L
bailege01,Gene,Bailey,R
baileha01,Harvey,Bailey,
baileho01,Howard,Bailey,R
baileho02,Homer,Bailey,R
baileje01,Jeff,Bailey,R
baileji01,Jim,Bailey,B
baileki01,King,Bailey,L
bailema01,Mark,Bailey,B
bailero01,Roger,Bailey,R
bailesc01,Scott,Bailes,L
bailest01,Steve,Bailey,R
bailesw01,Sweetbread,Bailey,R
bailobo01,Bob,Bailor,R
baineha01,Harold,Baines,L
bainlo01,Loren,Bain,R
bairdal01,Al,Baird,R
bairdbo01,Bob,Baird,L
bairddo01,Doug,Baird,R
bairdo01,Doug,Bair,R
baislje01,Jeff,Baisley,R
bajenje01,Jeff,Bajenaru,R
bakelje01,Jersey,Bakley,R
bakenda01,Dave,Bakenhaster,R
bakeral01,Al,Baker,R
bakerbi01,Bill,Baker,R
bakerbo01,Bock,Baker,
bakerch01,Charlie,Baker,R
bakerch02,Chuck,Baker,R
bakerda01,Dave,Baker,L
bakerde01,Del,Baker,R
bakerdo01,Doug,Baker,B
bakerdu01,Dusty,Baker,R
bakerer01,Ernie,Baker,R
bakerfl01,Floyd,Baker,L
bakerfr01,Home Run,Baker,L
bakerfr02,Frank,Baker,L
bakerfr03,Frank,Baker,L
bakerge01,George,Baker,
bakerge02,Gene,Baker,R
bakerho01,Howard,Baker,R
bakerja01,Jack,Baker,R
bakerje01,Jesse,Baker,L
bakerje02,Jesse,Baker,R
bakerje03,Jeff,Baker,R
bakerjo01,John,Baker,L
bakerki01,Kirtley,Baker,R
bakerne01,Neal,Baker,R
bakerno01,Norm,Baker,
bakerph01,Phil,Baker,L
bakersc01,Scott,Baker,L
bakersc02,Scott,Baker,R
bakerst01,Steve,Baker,R
bakerto01,Tom,Baker,R
bakerto02,Tom,Baker,L
bakertr01,Tracy,Baker,R
bakopa01,Paul,Bako,L
balasmi01,Mike,Balas,R
balazjo01,John,Balaz,R
balbost01,Steve,Balboni,R
balcebo01,Bobby,Balcena,R
baldero01,Rocco,Baldelli,R
baldsja01,Jack,Baldschun,R
baldwbi01,Billy,Baldwin,L
baldwda01,Dave,Baldwin,R
baldwfr01,Frank,Baldwin,R
baldwha01,Harry,Baldwin,R
baldwhe01,Henry,Baldwin,R
baldwja01,James,Baldwin,R
baldwje01,Jeff,Baldwin,L
baldwki01,Kid,Baldwin,R
baldwla01,Lady,Baldwin,R
baldwma01,Mark,Baldwin,R
baldwof01,Orson,Baldwin,
baldwre01,Reggie,Baldwin,R
baldwri01,Rick,Baldwin,L
balejo01,John,Bale,L
balenmi01,Mike,Balenti,R
balenwl01,Wladimir,Balentien,R
balesco01,Collin,Balester,R
balesle01,Lee,Bales,B
balfogr01,Grant,Balfour,R
ballaje01,Jeff,Ballard,L
ballar01,Art,Ball,
balleja01,Jay,Baller,R
ballepe01,Pelham,Ballenger,R
ballima01,Mark,Ballinger,R
ballje01,Jeff,Ball,R
ballji01,Jim,Ball,R
ballne01,Neal,Ball,R
ballowi01,Win,Ballou,R
balsato01,Tony,Balsamo,R
bambege01,George,Bamberger,R
bambeha01,Hal,Bamberger,L
banckst01,Studs,Bancker,
bancrda01,Dave,Bancroft,B
bancrfr99,Frank,Bancroft,
bandaan01,Anthony,Banda,L
bandoch01,Chris,Bando,B
bandosa01,Sal,Bando,R
bandyje01,Jett,Bandy,R
baneed01,Eddie,Bane,R
baneydi01,Dick,Baney,R
banisje01,Jeff,Banister,R
bankhda01,Dan,Bankhead,R
bankhsc01,Scott,Bankhead,R
banksbi01,Bill,Yerrick,R
banksbr01,Brian,Banks,B
bankser01,Ernie,Banks,R
banksev01,Bill,Bankston,L
banksge01,George,Banks,R
banksjo01,Josh,Banks,R
bankswe01,Wes,Bankston,R
bankswi01,Willie,Banks,R
bannial01,Alan,Bannister,R
bannibr01,Brian,Bannister,R
bannifl01,Floyd,Bannister,L
banniji01,Jim,Banning,L
bannoji01,Jimmy,Bannon,R
bannoto01,Tom,Bannon,R
bantaja01,Jack,Banta,L
bantzbr01,Brandon,Bantz,R
banuema01,Manny,Banuelos,R
baptitr01,Travis,Baptist,L
baragca01,Caleb,Baragar,R
barajro01,Rod,Barajas,R
barbajo01,Johnny,Barbato,R
barbare01,Red,Barbary,R
barbawa01,Walter,Barbare,R
barbebr01,Bret,Barberie,B
barbebr02,Brian,Barber,R
barbech01,Charlie,Barber,R
barbeda01,Dave,Barbee,R
barbefr01,Frank,Barberich,B
barbeja01,Jap,Barbeau,R
barbest01,Steve,Barber,L
barbest02,Steve,Barber,R
barbetu01,Turner,Barber,L
barbiji01,Jim,Barbieri,L
barcelo01,Lorenzo,Barcelo,R
barclcu01,Curt,Barclay,R
barclge01,George,Barclay,R
bardda01,Daniel,Bard,R
bardebr01,Brian,Barden,R
bardjo01,Josh,Bard,B
bardlu01,Luke,Bard,R
barera01,Ray,Bare,R
barfije01,Jesse,Barfield,R
barfijo01,John,Barfield,L
barfijo02,Josh,Barfield,R
barfocl01,Clyde,Barfoot,R
bargagr01,Greg,Bargar,R
bargecy01,Cy,Barger,L
barkbr01,Brian,Bark,L
barkeal01,Al,Barker,
barkean01,Andy,Barkett,L
barkegl01,Glen,Barker,B
barkeke01,Kevin,Barker,L
barkele01,Len,Barker,R
barkera01,Ray,Barker,L
